,males,females
0,54.0,66
1-4,274.0,299
5-9,427.0,379
10-14,486.0,437
15-19,447.0,435
20-24,374.0,378
25-29,400.0,334
30-34,344.0,351
35-39,334.0,299
40-44,322.0,280
45-49,286.0,250
50-54,231.0,226
55-59,163.0,171
60-64,198.0,166
65-69,138.0,156
70-74,96.0,118
75-79,75.0,67
80-84,47.0,55
85-89,26.0,30
90-94,10.0,12
95-99,,2
100+,1.0,1
