,males,females
0,203,198
1-4,849,826
5-9,1163,1164
10-14,1300,1240
15-19,1231,1267
20-24,1274,1283
25-29,1282,1225
30-34,1125,1172
35-39,1034,1092
40-44,1162,1139
45-49,965,1086
50-54,730,778
55-59,451,485
60-64,449,505
65-69,345,413
70-74,235,327
75-79,165,242
80-84,132,176
85-89,59,93
90-94,19,44
95-99,7,11
100+,2,6
