,males,females
0,76.0,60.0
1-4,223.0,224.0
5-9,309.0,317.0
10-14,349.0,352.0
15-19,386.0,449.0
20-24,450.0,408.0
25-29,438.0,397.0
30-34,370.0,392.0
35-39,343.0,381.0
40-44,350.0,370.0
45-49,313.0,355.0
50-54,333.0,359.0
55-59,247.0,287.0
60-64,210.0,257.0
65-69,180.0,184.0
70-74,158.0,183.0
75-79,144.0,114.0
80-84,77.0,68.0
85-89,35.0,32.0
90-94,12.0,12.0
95-99,1.0,3.0
100+,,
