,males,females
0,67.0,74
1-4,326.0,270
5-9,475.0,417
10-14,496.0,456
15-19,529.0,515
20-24,514.0,442
25-29,393.0,402
30-34,376.0,375
35-39,294.0,316
40-44,286.0,245
45-49,261.0,255
50-54,240.0,252
55-59,225.0,228
60-64,171.0,165
65-69,141.0,140
70-74,116.0,98
75-79,84.0,94
80-84,57.0,51
85-89,24.0,29
90-94,15.0,7
95-99,4.0,2
100+,,1
