,males,females
0,88,83.0
1-4,391,364.0
5-9,548,470.0
10-14,590,586.0
15-19,615,570.0
20-24,607,579.0
25-29,421,444.0
30-34,409,360.0
35-39,300,322.0
40-44,288,315.0
45-49,290,281.0
50-54,169,225.0
55-59,162,175.0
60-64,148,184.0
65-69,129,148.0
70-74,93,113.0
75-79,58,70.0
80-84,47,44.0
85-89,23,40.0
90-94,11,9.0
95-99,3,5.0
100+,1,
