,males,females
0,4.0,7.0
1-4,27.0,21.0
5-9,32.0,33.0
10-14,54.0,58.0
15-19,55.0,69.0
20-24,64.0,51.0
25-29,59.0,31.0
30-34,32.0,50.0
35-39,44.0,48.0
40-44,58.0,45.0
45-49,55.0,73.0
50-54,86.0,66.0
55-59,87.0,66.0
60-64,44.0,46.0
65-69,41.0,39.0
70-74,26.0,36.0
75-79,18.0,17.0
80-84,13.0,22.0
85-89,7.0,10.0
90-94,,3.0
95-99,,1.0
100+,,
