,males,females
0,104,95
1-4,460,430
5-9,590,633
10-14,636,703
15-19,758,700
20-24,655,685
25-29,589,676
30-34,602,619
35-39,530,585
40-44,472,506
45-49,438,491
50-54,320,418
55-59,309,367
60-64,285,323
65-69,215,270
70-74,152,255
75-79,101,146
80-84,85,90
85-89,46,46
90-94,27,28
95-99,13,10
100+,1,1
