,males,females
0,104,86
1-4,436,438
5-9,596,539
10-14,699,665
15-19,657,617
20-24,622,524
25-29,562,517
30-34,453,410
35-39,418,315
40-44,374,367
45-49,352,335
50-54,313,292
55-59,248,242
60-64,202,187
65-69,160,169
70-74,124,126
75-79,89,77
80-84,45,39
85-89,22,20
90-94,14,15
95-99,4,7
100+,2,2
