,males,females
0,233,221
1-4,921,878
5-9,1384,1283
10-14,1445,1470
15-19,1345,1352
20-24,1158,1118
25-29,1135,1180
30-34,952,1054
35-39,799,885
40-44,689,781
45-49,652,629
50-54,528,538
55-59,461,501
60-64,364,350
65-69,272,270
70-74,193,210
75-79,108,127
80-84,68,84
85-89,35,45
90-94,20,20
95-99,4,10
100+,3,1
