,males,females
0,29.0,21.0
1-4,119.0,103.0
5-9,139.0,173.0
10-14,187.0,179.0
15-19,194.0,164.0
20-24,197.0,166.0
25-29,164.0,165.0
30-34,184.0,137.0
35-39,138.0,146.0
40-44,125.0,126.0
45-49,119.0,126.0
50-54,105.0,105.0
55-59,77.0,81.0
60-64,83.0,80.0
65-69,59.0,58.0
70-74,51.0,48.0
75-79,26.0,35.0
80-84,27.0,30.0
85-89,10.0,14.0
90-94,6.0,7.0
95-99,3.0,4.0
100+,,
