,males,females
0,9.0,15.0
1-4,37.0,40.0
5-9,57.0,49.0
10-14,80.0,66.0
15-19,76.0,59.0
20-24,51.0,54.0
25-29,54.0,75.0
30-34,53.0,63.0
35-39,65.0,62.0
40-44,64.0,62.0
45-49,51.0,72.0
50-54,63.0,57.0
55-59,46.0,49.0
60-64,49.0,35.0
65-69,26.0,34.0
70-74,24.0,24.0
75-79,20.0,12.0
80-84,10.0,6.0
85-89,4.0,8.0
90-94,2.0,3.0
95-99,2.0,1.0
100+,,
