,males,females
0,161.0,162
1-4,675.0,625
5-9,737.0,728
10-14,612.0,593
15-19,464.0,454
20-24,349.0,318
25-29,296.0,265
30-34,226.0,194
35-39,191.0,147
40-44,165.0,156
45-49,140.0,104
50-54,105.0,71
55-59,68.0,43
60-64,40.0,45
65-69,33.0,50
70-74,37.0,38
75-79,26.0,20
80-84,9.0,10
85-89,2.0,7
90-94,1.0,3
95-99,2.0,1
100+,,2
