,males,females
0,266.0,304
1-4,1138.0,1073
5-9,1282.0,1291
10-14,1470.0,1368
15-19,1615.0,1564
20-24,2192.0,2064
25-29,2275.0,2079
30-34,1915.0,1755
35-39,1471.0,1387
40-44,1264.0,1265
45-49,1098.0,1111
50-54,869.0,853
55-59,645.0,664
60-64,472.0,473
65-69,320.0,342
70-74,227.0,285
75-79,138.0,197
80-84,81.0,137
85-89,49.0,81
90-94,13.0,19
95-99,1.0,8
100+,,4
