,males,females
0,60.0,51.0
1-4,217.0,214.0
5-9,320.0,319.0
10-14,326.0,350.0
15-19,351.0,314.0
20-24,307.0,329.0
25-29,383.0,307.0
30-34,339.0,321.0
35-39,333.0,308.0
40-44,332.0,342.0
45-49,337.0,288.0
50-54,250.0,256.0
55-59,189.0,181.0
60-64,140.0,179.0
65-69,113.0,151.0
70-74,97.0,105.0
75-79,64.0,72.0
80-84,35.0,63.0
85-89,12.0,23.0
90-94,4.0,5.0
95-99,3.0,
100+,,1.0
