,males,females
0,10.0,14.0
1-4,37.0,48.0
5-9,45.0,51.0
10-14,58.0,65.0
15-19,89.0,69.0
20-24,63.0,55.0
25-29,60.0,56.0
30-34,53.0,57.0
35-39,56.0,54.0
40-44,50.0,57.0
45-49,54.0,40.0
50-54,40.0,41.0
55-59,23.0,30.0
60-64,21.0,25.0
65-69,19.0,18.0
70-74,22.0,16.0
75-79,9.0,5.0
80-84,4.0,6.0
85-89,5.0,4.0
90-94,,2.0
95-99,,
100+,,
