,males,females
0,147,158
1-4,624,598
5-9,928,920
10-14,1077,1012
15-19,983,965
20-24,855,827
25-29,736,724
30-34,651,696
35-39,496,545
40-44,526,594
45-49,400,482
50-54,328,396
55-59,333,367
60-64,298,332
65-69,219,259
70-74,143,156
75-79,113,112
80-84,55,73
85-89,28,34
90-94,23,22
95-99,5,4
100+,3,3
