,males,females
0,57.0,62.0
1-4,225.0,225.0
5-9,359.0,300.0
10-14,429.0,416.0
15-19,481.0,475.0
20-24,404.0,370.0
25-29,400.0,364.0
30-34,352.0,343.0
35-39,348.0,341.0
40-44,340.0,352.0
45-49,365.0,367.0
50-54,348.0,336.0
55-59,314.0,315.0
60-64,258.0,259.0
65-69,167.0,176.0
70-74,119.0,143.0
75-79,89.0,121.0
80-84,46.0,75.0
85-89,23.0,36.0
90-94,9.0,10.0
95-99,,5.0
100+,1.0,
