,males,females
0,81.0,92
1-4,436.0,410
5-9,586.0,593
10-14,656.0,664
15-19,610.0,560
20-24,492.0,523
25-29,489.0,530
30-34,481.0,495
35-39,381.0,428
40-44,332.0,305
45-49,247.0,259
50-54,216.0,241
55-59,190.0,202
60-64,144.0,150
65-69,100.0,105
70-74,55.0,76
75-79,51.0,54
80-84,26.0,34
85-89,8.0,20
90-94,6.0,11
95-99,3.0,4
100+,,1
