,males,females
0,121.0,101
1-4,445.0,464
5-9,643.0,639
10-14,707.0,716
15-19,726.0,778
20-24,629.0,600
25-29,570.0,540
30-34,438.0,484
35-39,398.0,439
40-44,395.0,421
45-49,324.0,363
50-54,263.0,279
55-59,265.0,268
60-64,228.0,269
65-69,183.0,216
70-74,148.0,186
75-79,89.0,118
80-84,60.0,76
85-89,32.0,44
90-94,16.0,17
95-99,3.0,2
100+,,2
