,males,females
0,36.0,29.0
1-4,109.0,108.0
5-9,186.0,153.0
10-14,235.0,210.0
15-19,243.0,204.0
20-24,239.0,161.0
25-29,189.0,198.0
30-34,199.0,156.0
35-39,178.0,151.0
40-44,235.0,194.0
45-49,220.0,177.0
50-54,167.0,166.0
55-59,133.0,117.0
60-64,116.0,125.0
65-69,96.0,102.0
70-74,80.0,89.0
75-79,49.0,67.0
80-84,29.0,51.0
85-89,18.0,16.0
90-94,5.0,8.0
95-99,3.0,3.0
100+,,
