,males,females
0,77.0,60.0
1-4,289.0,292.0
5-9,425.0,393.0
10-14,411.0,401.0
15-19,402.0,371.0
20-24,329.0,299.0
25-29,255.0,258.0
30-34,249.0,237.0
35-39,191.0,179.0
40-44,221.0,189.0
45-49,178.0,164.0
50-54,135.0,142.0
55-59,103.0,116.0
60-64,96.0,95.0
65-69,88.0,74.0
70-74,49.0,71.0
75-79,41.0,38.0
80-84,16.0,19.0
85-89,8.0,11.0
90-94,3.0,6.0
95-99,,2.0
100+,,
