,males,females
0,8.0,5.0
1-4,32.0,34.0
5-9,49.0,57.0
10-14,76.0,78.0
15-19,80.0,75.0
20-24,79.0,74.0
25-29,83.0,63.0
30-34,82.0,75.0
35-39,71.0,69.0
40-44,90.0,81.0
45-49,106.0,94.0
50-54,116.0,102.0
55-59,112.0,105.0
60-64,104.0,85.0
65-69,68.0,58.0
70-74,49.0,52.0
75-79,32.0,47.0
80-84,20.0,40.0
85-89,5.0,15.0
90-94,3.0,5.0
95-99,,
100+,,
