,males,females
0,17.0,15.0
1-4,90.0,70.0
5-9,113.0,111.0
10-14,146.0,139.0
15-19,136.0,145.0
20-24,141.0,152.0
25-29,107.0,154.0
30-34,144.0,162.0
35-39,138.0,131.0
40-44,124.0,134.0
45-49,122.0,148.0
50-54,114.0,127.0
55-59,81.0,93.0
60-64,78.0,95.0
65-69,65.0,87.0
70-74,45.0,66.0
75-79,29.0,46.0
80-84,20.0,44.0
85-89,7.0,11.0
90-94,1.0,5.0
95-99,,1.0
100+,,
