,males,females
0,55,47
1-4,189,193
5-9,280,257
10-14,361,311
15-19,354,310
20-24,346,298
25-29,302,258
30-34,317,295
35-39,302,308
40-44,283,325
45-49,346,328
50-54,325,312
55-59,282,254
60-64,193,234
65-69,193,192
70-74,142,155
75-79,90,122
80-84,59,97
85-89,26,45
90-94,9,7
95-99,1,2
100+,1,1
