,males,females
0,19.0,13.0
1-4,49.0,44.0
5-9,75.0,84.0
10-14,68.0,88.0
15-19,93.0,100.0
20-24,119.0,125.0
25-29,92.0,99.0
30-34,88.0,89.0
35-39,90.0,84.0
40-44,96.0,100.0
45-49,108.0,109.0
50-54,99.0,86.0
55-59,71.0,57.0
60-64,72.0,89.0
65-69,57.0,58.0
70-74,47.0,49.0
75-79,38.0,38.0
80-84,18.0,25.0
85-89,13.0,9.0
90-94,2.0,4.0
95-99,,3.0
100+,1.0,
