,males,females
0,10.0,13.0
1-4,57.0,69.0
5-9,86.0,90.0
10-14,119.0,111.0
15-19,106.0,89.0
20-24,131.0,109.0
25-29,97.0,77.0
30-34,116.0,99.0
35-39,109.0,110.0
40-44,114.0,105.0
45-49,147.0,99.0
50-54,93.0,99.0
55-59,111.0,92.0
60-64,87.0,62.0
65-69,68.0,76.0
70-74,37.0,64.0
75-79,35.0,49.0
80-84,20.0,27.0
85-89,7.0,11.0
90-94,1.0,6.0
95-99,,
100+,,
