,males,females
0,14.0,19.0
1-4,94.0,90.0
5-9,128.0,147.0
10-14,152.0,129.0
15-19,132.0,116.0
20-24,115.0,99.0
25-29,114.0,110.0
30-34,93.0,121.0
35-39,111.0,110.0
40-44,117.0,124.0
45-49,95.0,84.0
50-54,76.0,73.0
55-59,61.0,67.0
60-64,72.0,66.0
65-69,45.0,63.0
70-74,47.0,43.0
75-79,27.0,28.0
80-84,27.0,20.0
85-89,11.0,11.0
90-94,4.0,4.0
95-99,2.0,2.0
100+,,
