,males,females
0,11.0,6.0
1-4,45.0,53.0
5-9,76.0,87.0
10-14,95.0,86.0
15-19,102.0,94.0
20-24,85.0,78.0
25-29,74.0,84.0
30-34,83.0,83.0
35-39,97.0,68.0
40-44,88.0,113.0
45-49,105.0,74.0
50-54,101.0,84.0
55-59,87.0,73.0
60-64,66.0,64.0
65-69,43.0,49.0
70-74,44.0,37.0
75-79,30.0,23.0
80-84,15.0,15.0
85-89,8.0,8.0
90-94,2.0,5.0
95-99,,
100+,,
