,males,females
0,205,213
1-4,990,949
5-9,1402,1242
10-14,1448,1334
15-19,1423,1385
20-24,1309,1257
25-29,1230,1168
30-34,1014,1027
35-39,785,846
40-44,819,772
45-49,609,663
50-54,542,592
55-59,465,499
60-64,367,384
65-69,258,298
70-74,232,245
75-79,161,132
80-84,68,94
85-89,30,58
90-94,17,25
95-99,11,12
100+,3,8
