,males,females
0,39.0,34.0
1-4,180.0,151.0
5-9,252.0,195.0
10-14,266.0,286.0
15-19,258.0,246.0
20-24,228.0,204.0
25-29,208.0,222.0
30-34,229.0,232.0
35-39,190.0,196.0
40-44,203.0,171.0
45-49,189.0,167.0
50-54,144.0,168.0
55-59,157.0,156.0
60-64,121.0,94.0
65-69,95.0,83.0
70-74,73.0,58.0
75-79,40.0,55.0
80-84,35.0,34.0
85-89,21.0,13.0
90-94,,3.0
95-99,1.0,
100+,,
