,males,females
0,21,24
1-4,92,90
5-9,115,118
10-14,124,133
15-19,149,137
20-24,101,128
25-29,107,119
30-34,104,115
35-39,97,115
40-44,103,106
45-49,94,96
50-54,105,88
55-59,77,72
60-64,62,76
65-69,41,42
70-74,43,36
75-79,29,35
80-84,11,17
85-89,7,11
90-94,2,6
95-99,1,1
100+,1,2
