,males,females
0,107,110
1-4,564,515
5-9,838,819
10-14,1009,969
15-19,842,769
20-24,635,629
25-29,653,663
30-34,646,573
35-39,599,536
40-44,556,504
45-49,504,488
50-54,412,393
55-59,396,366
60-64,318,271
65-69,242,236
70-74,183,165
75-79,113,111
80-84,62,64
85-89,22,26
90-94,13,6
95-99,3,4
100+,1,3
