,males,females
0,76,62
1-4,253,278
5-9,360,393
10-14,428,403
15-19,395,346
20-24,320,334
25-29,342,346
30-34,342,286
35-39,209,227
40-44,200,203
45-49,217,201
50-54,215,199
55-59,196,150
60-64,125,115
65-69,108,100
70-74,85,87
75-79,70,63
80-84,46,38
85-89,27,15
90-94,11,13
95-99,10,5
100+,1,3
