,males,females
0,107,113.0
1-4,531,462.0
5-9,713,634.0
10-14,884,893.0
15-19,856,774.0
20-24,692,688.0
25-29,675,745.0
30-34,608,609.0
35-39,634,623.0
40-44,636,677.0
45-49,615,570.0
50-54,541,492.0
55-59,428,456.0
60-64,342,340.0
65-69,287,270.0
70-74,193,215.0
75-79,148,132.0
80-84,85,92.0
85-89,28,44.0
90-94,10,10.0
95-99,2,3.0
100+,1,
