,males,females
0,212,194
1-4,951,954
5-9,1421,1330
10-14,1438,1327
15-19,1214,1177
20-24,1097,959
25-29,941,895
30-34,841,727
35-39,719,541
40-44,572,472
45-49,517,321
50-54,390,277
55-59,320,241
60-64,247,145
65-69,219,170
70-74,146,99
75-79,108,97
80-84,29,37
85-89,21,23
90-94,18,19
95-99,6,15
100+,2,2
