,males,females
0,101,71.0
1-4,354,368.0
5-9,500,494.0
10-14,668,628.0
15-19,641,536.0
20-24,460,470.0
25-29,387,380.0
30-34,343,347.0
35-39,311,297.0
40-44,272,288.0
45-49,253,263.0
50-54,175,188.0
55-59,148,159.0
60-64,132,187.0
65-69,125,134.0
70-74,83,101.0
75-79,58,95.0
80-84,42,51.0
85-89,26,39.0
90-94,16,13.0
95-99,4,5.0
100+,1,
