,males,females
0,118.0,100.0
1-4,469.0,401.0
5-9,608.0,557.0
10-14,781.0,701.0
15-19,830.0,764.0
20-24,861.0,833.0
25-29,828.0,787.0
30-34,715.0,703.0
35-39,683.0,708.0
40-44,694.0,724.0
45-49,626.0,668.0
50-54,583.0,589.0
55-59,454.0,493.0
60-64,421.0,366.0
65-69,275.0,336.0
70-74,235.0,263.0
75-79,170.0,197.0
80-84,92.0,148.0
85-89,34.0,70.0
90-94,14.0,26.0
95-99,,6.0
100+,,
