,males,females
0,174,185
1-4,809,811
5-9,1030,1061
10-14,1066,1096
15-19,928,887
20-24,840,806
25-29,677,718
30-34,583,604
35-39,470,418
40-44,414,402
45-49,353,375
50-54,295,305
55-59,280,276
60-64,206,201
65-69,166,184
70-74,127,145
75-79,106,93
80-84,59,56
85-89,36,44
90-94,29,30
95-99,13,13
100+,5,5
