,males,females
0,49.0,53.0
1-4,181.0,185.0
5-9,292.0,253.0
10-14,294.0,302.0
15-19,336.0,315.0
20-24,338.0,331.0
25-29,368.0,344.0
30-34,329.0,339.0
35-39,292.0,341.0
40-44,304.0,321.0
45-49,296.0,292.0
50-54,313.0,315.0
55-59,266.0,255.0
60-64,209.0,228.0
65-69,169.0,203.0
70-74,137.0,158.0
75-79,113.0,102.0
80-84,73.0,57.0
85-89,26.0,32.0
90-94,10.0,12.0
95-99,,3.0
100+,,
