,males,females
0,98.0,92
1-4,477.0,454
5-9,681.0,628
10-14,810.0,756
15-19,799.0,704
20-24,639.0,612
25-29,633.0,667
30-34,640.0,573
35-39,680.0,684
40-44,762.0,724
45-49,800.0,686
50-54,652.0,641
55-59,646.0,601
60-64,550.0,541
65-69,458.0,421
70-74,364.0,352
75-79,212.0,254
80-84,129.0,182
85-89,48.0,110
90-94,23.0,44
95-99,7.0,4
100+,,3
