,males,females
0,14.0,6.0
1-4,42.0,35.0
5-9,89.0,75.0
10-14,96.0,83.0
15-19,121.0,110.0
20-24,115.0,97.0
25-29,115.0,91.0
30-34,91.0,95.0
35-39,91.0,112.0
40-44,122.0,112.0
45-49,107.0,130.0
50-54,115.0,111.0
55-59,83.0,110.0
60-64,88.0,90.0
65-69,74.0,67.0
70-74,57.0,74.0
75-79,33.0,58.0
80-84,27.0,36.0
85-89,13.0,8.0
90-94,3.0,6.0
95-99,,1.0
100+,,
