,males,females
0,322,296
1-4,1263,1235
5-9,1704,1696
10-14,1809,1885
15-19,1803,1717
20-24,1492,1426
25-29,1281,1319
30-34,1043,1041
35-39,812,908
40-44,755,765
45-49,661,721
50-54,611,598
55-59,587,579
60-64,399,408
65-69,328,324
70-74,271,282
75-79,221,223
80-84,112,108
85-89,55,62
90-94,29,46
95-99,5,9
100+,1,5
