,males,females
0,105.0,86.0
1-4,412.0,405.0
5-9,464.0,579.0
10-14,697.0,656.0
15-19,719.0,691.0
20-24,802.0,746.0
25-29,756.0,717.0
30-34,666.0,668.0
35-39,652.0,624.0
40-44,684.0,645.0
45-49,675.0,618.0
50-54,548.0,505.0
55-59,423.0,424.0
60-64,313.0,322.0
65-69,217.0,241.0
70-74,171.0,189.0
75-79,119.0,152.0
80-84,62.0,88.0
85-89,30.0,39.0
90-94,8.0,13.0
95-99,2.0,3.0
100+,,
