,males,females
0,170,177
1-4,687,668
5-9,1065,975
10-14,1394,1230
15-19,1357,1232
20-24,1150,1030
25-29,968,921
30-34,856,790
35-39,758,801
40-44,749,727
45-49,674,636
50-54,486,553
55-59,455,488
60-64,426,386
65-69,362,342
70-74,282,279
75-79,195,188
80-84,151,147
85-89,89,79
90-94,35,29
95-99,7,9
100+,1,3
