,males,females
0,6.0,14.0
1-4,32.0,31.0
5-9,60.0,65.0
10-14,76.0,58.0
15-19,86.0,73.0
20-24,83.0,65.0
25-29,74.0,71.0
30-34,73.0,46.0
35-39,72.0,77.0
40-44,95.0,89.0
45-49,85.0,86.0
50-54,80.0,84.0
55-59,87.0,89.0
60-64,80.0,78.0
65-69,67.0,70.0
70-74,52.0,56.0
75-79,32.0,41.0
80-84,18.0,31.0
85-89,10.0,13.0
90-94,3.0,4.0
95-99,,2.0
100+,,
