,males,females
0,32.0,27
1-4,139.0,127
5-9,198.0,193
10-14,244.0,228
15-19,233.0,239
20-24,183.0,167
25-29,155.0,162
30-34,123.0,147
35-39,125.0,138
40-44,106.0,139
45-49,115.0,139
50-54,102.0,115
55-59,87.0,126
60-64,87.0,83
65-69,61.0,70
70-74,53.0,59
75-79,56.0,49
80-84,24.0,21
85-89,7.0,11
90-94,3.0,8
95-99,3.0,4
100+,,1
