,males,females
0,211,194
1-4,760,767
5-9,1133,1044
10-14,1299,1169
15-19,1241,1129
20-24,1106,1104
25-29,1167,1227
30-34,988,1150
35-39,807,961
40-44,750,849
45-49,689,729
50-54,584,637
55-59,429,510
60-64,368,428
65-69,296,335
70-74,176,256
75-79,123,185
80-84,82,110
85-89,46,68
90-94,16,33
95-99,9,19
100+,3,3
