,males,females
0,130,127
1-4,563,538
5-9,773,740
10-14,882,880
15-19,796,775
20-24,638,686
25-29,640,633
30-34,511,552
35-39,488,492
40-44,373,389
45-49,317,324
50-54,274,299
55-59,209,220
60-64,158,158
65-69,132,139
70-74,76,94
75-79,55,51
80-84,35,38
85-89,16,9
90-94,6,7
95-99,3,1
100+,2,1
