,males,females
0,23.0,14.0
1-4,116.0,92.0
5-9,120.0,123.0
10-14,131.0,109.0
15-19,148.0,116.0
20-24,140.0,172.0
25-29,180.0,136.0
30-34,138.0,139.0
35-39,141.0,123.0
40-44,96.0,121.0
45-49,126.0,108.0
50-54,83.0,78.0
55-59,91.0,104.0
60-64,89.0,71.0
65-69,53.0,62.0
70-74,37.0,47.0
75-79,27.0,32.0
80-84,14.0,31.0
85-89,10.0,9.0
90-94,1.0,5.0
95-99,1.0,
100+,,
