,males,females
0,305,294
1-4,1235,1219
5-9,1765,1647
10-14,1908,1847
15-19,1705,1685
20-24,1424,1547
25-29,1325,1402
30-34,1162,1161
35-39,920,1008
40-44,837,880
45-49,745,751
50-54,610,639
55-59,581,593
60-64,429,475
65-69,331,343
70-74,203,270
75-79,178,187
80-84,107,103
85-89,56,68
90-94,18,32
95-99,6,6
100+,1,2
