,males,females
0,100,97.0
1-4,475,418.0
5-9,604,618.0
10-14,854,827.0
15-19,832,826.0
20-24,889,756.0
25-29,835,748.0
30-34,722,683.0
35-39,692,677.0
40-44,660,631.0
45-49,632,645.0
50-54,568,551.0
55-59,496,450.0
60-64,377,364.0
65-69,259,281.0
70-74,207,246.0
75-79,136,171.0
80-84,97,129.0
85-89,43,70.0
90-94,14,23.0
95-99,5,5.0
100+,1,
