,males,females
0,322,323
1-4,1436,1381
5-9,1983,1861
10-14,2312,2191
15-19,2246,2090
20-24,2271,2120
25-29,2203,2182
30-34,1966,2069
35-39,1942,1917
40-44,1819,1871
45-49,1540,1658
50-54,1404,1486
55-59,1199,1203
60-64,905,956
65-69,647,658
70-74,471,498
75-79,319,350
80-84,172,231
85-89,64,103
90-94,18,40
95-99,8,15
100+,1,2
