,males,females
0,543,537
1-4,2181,2090
5-9,3114,3038
10-14,3735,3753
15-19,3631,3537
20-24,2734,2758
25-29,2632,2820
30-34,2483,2823
35-39,2492,2849
40-44,2639,3070
45-49,2932,3113
50-54,2536,2790
55-59,2052,2338
60-64,1798,2058
65-69,1445,1727
70-74,1096,1411
75-79,708,1054
80-84,394,707
85-89,155,386
90-94,54,160
95-99,21,53
100+,1,16
