,males,females
0,70.0,75
1-4,308.0,306
5-9,414.0,375
10-14,530.0,430
15-19,435.0,376
20-24,305.0,279
25-29,277.0,289
30-34,247.0,232
35-39,261.0,217
40-44,231.0,218
45-49,188.0,174
50-54,177.0,150
55-59,144.0,125
60-64,106.0,119
65-69,99.0,96
70-74,77.0,59
75-79,45.0,41
80-84,25.0,32
85-89,18.0,18
90-94,7.0,5
95-99,1.0,1
100+,,4
