,males,females
0,23.0,21.0
1-4,83.0,100.0
5-9,143.0,135.0
10-14,128.0,121.0
15-19,105.0,84.0
20-24,75.0,88.0
25-29,95.0,113.0
30-34,108.0,88.0
35-39,84.0,67.0
40-44,74.0,59.0
45-49,70.0,58.0
50-54,69.0,66.0
55-59,62.0,42.0
60-64,49.0,38.0
65-69,43.0,19.0
70-74,22.0,17.0
75-79,13.0,4.0
80-84,10.0,2.0
85-89,4.0,5.0
90-94,1.0,3.0
95-99,,
100+,,
