,males,females
0,309,313
1-4,1397,1398
5-9,1920,1788
10-14,2009,1881
15-19,1804,1611
20-24,1504,1280
25-29,1297,1231
30-34,1146,1068
35-39,974,913
40-44,810,701
45-49,638,572
50-54,546,476
55-59,452,399
60-64,324,345
65-69,314,259
70-74,202,186
75-79,150,118
80-84,74,73
85-89,50,36
90-94,17,27
95-99,9,9
100+,1,1
