,males,females
0,107,103
1-4,495,476
5-9,637,557
10-14,717,753
15-19,763,711
20-24,794,769
25-29,680,668
30-34,586,595
35-39,509,508
40-44,461,494
45-49,419,386
50-54,305,285
55-59,291,313
60-64,245,241
65-69,174,201
70-74,126,191
75-79,95,116
80-84,68,81
85-89,31,48
90-94,26,27
95-99,8,11
100+,2,3
