,males,females
0,25.0,33.0
1-4,117.0,104.0
5-9,168.0,156.0
10-14,171.0,189.0
15-19,183.0,179.0
20-24,153.0,128.0
25-29,139.0,161.0
30-34,147.0,123.0
35-39,142.0,153.0
40-44,144.0,126.0
45-49,155.0,125.0
50-54,111.0,109.0
55-59,111.0,115.0
60-64,85.0,72.0
65-69,52.0,70.0
70-74,50.0,43.0
75-79,29.0,29.0
80-84,11.0,25.0
85-89,4.0,6.0
90-94,1.0,4.0
95-99,1.0,1.0
100+,,
