,males,females
0,119.0,101
1-4,428.0,434
5-9,578.0,552
10-14,754.0,669
15-19,736.0,788
20-24,726.0,689
25-29,618.0,662
30-34,529.0,567
35-39,578.0,602
40-44,608.0,686
45-49,538.0,602
50-54,508.0,459
55-59,344.0,433
60-64,271.0,326
65-69,253.0,239
70-74,161.0,222
75-79,113.0,156
80-84,73.0,90
85-89,26.0,41
90-94,8.0,12
95-99,4.0,8
100+,,1
