,males,females
0,59.0,59.0
1-4,288.0,258.0
5-9,370.0,384.0
10-14,461.0,437.0
15-19,445.0,436.0
20-24,420.0,384.0
25-29,400.0,366.0
30-34,396.0,368.0
35-39,355.0,319.0
40-44,360.0,337.0
45-49,331.0,305.0
50-54,257.0,263.0
55-59,228.0,243.0
60-64,187.0,176.0
65-69,115.0,116.0
70-74,81.0,100.0
75-79,57.0,60.0
80-84,23.0,45.0
85-89,13.0,16.0
90-94,4.0,8.0
95-99,,1.0
100+,,
