,males,females
0,26.0,16
1-4,96.0,95
5-9,127.0,142
10-14,158.0,157
15-19,167.0,174
20-24,180.0,164
25-29,146.0,141
30-34,132.0,108
35-39,124.0,111
40-44,102.0,96
45-49,77.0,86
50-54,77.0,84
55-59,39.0,67
60-64,57.0,63
65-69,52.0,50
70-74,36.0,36
75-79,25.0,24
80-84,9.0,26
85-89,7.0,17
90-94,6.0,4
95-99,1.0,2
100+,,1
