,males,females
0,115.0,92.0
1-4,437.0,476.0
5-9,640.0,577.0
10-14,804.0,760.0
15-19,734.0,724.0
20-24,648.0,569.0
25-29,582.0,570.0
30-34,524.0,558.0
35-39,549.0,517.0
40-44,574.0,511.0
45-49,490.0,433.0
50-54,403.0,315.0
55-59,267.0,252.0
60-64,225.0,188.0
65-69,162.0,121.0
70-74,108.0,63.0
75-79,58.0,57.0
80-84,25.0,21.0
85-89,11.0,11.0
90-94,,1.0
95-99,1.0,1.0
100+,,
