,males,females
0,203,189
1-4,751,820
5-9,1013,976
10-14,1231,1143
15-19,1302,1291
20-24,1182,1166
25-29,1117,1158
30-34,969,1052
35-39,983,997
40-44,974,1033
45-49,869,958
50-54,757,727
55-59,536,611
60-64,405,425
65-69,304,343
70-74,204,273
75-79,147,192
80-84,76,116
85-89,37,45
90-94,8,21
95-99,2,4
100+,2,1
