,males,females
0,7.0,10
1-4,49.0,60
5-9,86.0,94
10-14,131.0,123
15-19,138.0,122
20-24,91.0,73
25-29,76.0,65
30-34,73.0,90
35-39,97.0,98
40-44,108.0,91
45-49,111.0,85
50-54,73.0,70
55-59,62.0,52
60-64,46.0,56
65-69,45.0,48
70-74,43.0,28
75-79,15.0,16
80-84,6.0,9
85-89,4.0,3
90-94,1.0,1
95-99,,1
100+,,1
